id_str,topic,topic_name,score,text_lexical
2060496643557134642,2,Finansial,1,biasanya tekanan ekonomi bikin orang depresi bunuh diri dlm konteks agama dilarang
2060481461791449430,-1,Tidak Spesifik,0,orang gila mana jam segini kepikiran buat bundir aku
2060461398929666250,-1,Tidak Spesifik,0,aku susah banget buat curhat sama orang sejelas jelasnya ditutupin kalau aku cerita ditanggepin aku rasanya mau bunuh diri
2060458667338842311,-1,Tidak Spesifik,0,melankolia efek rumah kaca salah satu lagu banyak orang rasain beda beda maknanya liriknya pernah ngomong gamblang soal kehilangan apa justru bikin lagu terasa dekat buat banyak orang kalau didengar baik baik lagu sebenarnya
2060457227061006559,-1,Tidak Spesifik,0,banyak orang bunuh diri ngiranya uda kelar masalahnya padahal malah nmbh mslh baru
2060448311304495460,-1,Tidak Spesifik,0,salah dik itb isinya kelelahan gifted children depresi mikirin lulus syukur
2060442391191183440,-1,Tidak Spesifik,0,bunuh diri
2060427032086163766,-1,Tidak Spesifik,0,padahal jarang belanja gede an sekali belanja klub auto depresi
2060422566540673303,2,Finansial,2,kopi kagak beda beda sangat padahal mahal sama sachetan dimsum kagak bikin kenyang mau aje beli mahal mahal giliran duit segitu buat beli nasi pade mikir mikir mie ayam kagak ngaruh ngaruhnya sih buat orang mau bundir
2060416099284660681,0,Tekanan Akademik,1,orang depresi ternyata sedeket sama jauh jauh temenku ternyata bolak balik psikiater waktu skripsi se stres sampe dikasi obat jalan temenku stres sama orang tua nya sering konsultasi
2060411907983733240,-1,Tidak Spesifik,0,ciri orang depresi malas mandi jadi sebisa mungkin mandi pokonya tandanya depresi benar ajaa jadi lebih fresh hidup jalan seenggaknya
2060406638109159926,-1,Tidak Spesifik,0,tetangga bunuh diri lalu hari pemakaman benar benar mencekam suasananya benar benar gelap warna tv jadul paham sih lalu seminggu kemudian jendela diketuk bahkan ketemu dijalan abang aku korban diketuk rumahnya benar benar disamping rumah aku
2060320391323672934,0,Tekanan Akademik,1,dulu jaman sd kelas anak tinggal kelas kelas pas kelas anak lulus un bahkan pengumuman disuruh berangkat kertas pengumumannya diantarkan rumahnya jadi anak histeris bahagia sekolah
2060316087082979780,0,Tekanan Akademik,1,baca sini penelitian alumni ums boyolali mengungkap judi online sempat marak kalangan pelajar sejak dipicu ajakan teman kemudahan akses lewat ponsel praktik berdampak tekanan mental gangguan konsentrasi belajar hingga
2060315495841271876,1,Masalah Keluarga,3,keluar rumah pas orang tua mau cerai aku mutusin keluar rumah nge kos bareng ortu aku skripsi kerja persiapan koas jadi aku tambah stres depresi lainnya aku cabut rumah meskipun aku anak tunggal baru banget kerja beberapa bulan
2060303655593812125,-1,Tidak Spesifik,0,kalau aku ternyata punya target baru depresi ternyata waktu aku tau mau apa hidup pikiran aku kosong bingung kalau aku punya tujuan aku pikirin ngalihin pikiran aku
2060301826541715611,-1,Tidak Spesifik,0,kadang terima diri jadi muslim memang aneh melakukan tuhan dilihat balasan dijanjikan syariatnya banyak menahan nafsu manusia masa satu tombol dislike bikin depresi manusia berprinsip dianggap cuek
2060298918748107159,-1,Tidak Spesifik,0,cawang macet banget bunuh diri jembatan fly over tol nya
2060291348222058843,-1,Tidak Spesifik,0,ptn skor segini rata rapot ambil mandiri tekpang sama agro upn jatim kira aman yaa malah bundir
2060288435374682298,0,Tekanan Akademik,2,sama dulu daftar cpns dosen nilai cat tertinggi pengujinya mantan dosenku dulu pas kuliah aku bantu urus akreditasi begadang stres sempat didiagnosa depresi kelelahan fisik mental push bikin dokumen sistem it nya
2060286228822659500,-1,Tidak Spesifik,0,mau couple happy happy disaat won depresi kehilangan phi fahnya
2060285049698685083,-1,Tidak Spesifik,0,ptn sender mau daftar ssu jalur nilai utbk wdyt kalau urutan pilihannya ftmd fitb ftsl bunuh diri
2060282561876861113,-1,Tidak Spesifik,0,trigger awalnya mungkin kalau pernah upload foto kejadian setelahnya kemungkinan bakal terjadi soal kali pandangan gua g pacaran sama si cowok cuman ikut pesta halloween kebetulan memviralkan jadilah kegaduhan fandom
2060279448621232538,-1,Tidak Spesifik,0,baru mau komentar ih enak mah depresi keluar negeri pas fotonya tap bagusnyaa padahal sawah langitnya bersih semoga hari harimu berikutnya makin menyenangkan yaa kaa
2060271473974255985,0,Tekanan Akademik,1,kalau belajar mungkin gaakan he he he tau tentqng ttp tabrakin si bunuh diri kak namanyaa
2060270774783758476,-1,Tidak Spesifik,0,kelelahan parah beli bakso ah
2060266786550145197,-1,Tidak Spesifik,0,review the legend of kitchen soldier weverse magazine drama tving disebut ngasih lihat bagaimana kerasnya hierarki disiplin militer runtuh cuma gara makanan enak fokusnya tamtama kang seongjae park jihoon awalnya dicap paket lengkap
2060248591818792985,-1,Tidak Spesifik,0,true nyampe setahun terus disband mana comeback whatta man komplit baru nyemplung terus bubar padahal tekanan mental pas svs berat banget bnyk evil editting debut nyampe setahun nyeseknya lho
2060246089765159008,5,Lingkungan/Sosial,1,teman teman aku open sharing kalau kamu merasa butuh teman cerita dm aku menghakimi kamu jangan disimpan sendiri
2060243396355330443,-1,Tidak Spesifik,0,bojan krki berperan penting banget terkait perkembangan pemain barca la masia punya pengalaman menghadapi tekanan mental membuat karirnya bertahan lama cederanya pengalaman dibagiin bocil la masia sekarang tim utama
2060232970779382041,-1,Tidak Spesifik,0,benar aku kalau temen lamgsung depresi
2060232682945257584,-1,Tidak Spesifik,0,tips trick bangkit kasur gyus aku kalau bedrot janji rasanya dibatalin makin depresi benar susah banget bangkit nangis kagak towoong towoong
2060227207210176839,1,Masalah Keluarga,1,keinget temen seumuran pernah bilang anak zaman sekarang byk lemah muda depresi aku langsung ngamuk jadi kepikiran aku dulu pas muda depresi dibantai sama keadaan bedanya dulu aku takut nyari pertolongan anak sekarang berani baik ajalah sama semua
2060223070472896886,-1,Tidak Spesifik,0,this is why aku baca queer menafsir meskipun progresif aku merasa maksa diri aku buat percaya islam agama mengasihi queer padahal kalau baca al quran mah haduh serem euy sampe bikin aku pen bunuh diri
2060213671603876311,-1,Tidak Spesifik,0,takutnya depresi
2060210656079708391,-1,Tidak Spesifik,0,hoax video pelatih gym depresi akhirnya bunuh diri plis cenblu bijak ngeshare kena report akun kalian masalah
2060210389321912807,-1,Tidak Spesifik,0,hoax video pelatih gym depresi akhirnya bunuh diri plis cenblu bijak ngeshare direport lho kalian
2060208312474644820,4,Pekerjaan,1,sayangnya iya sampe depresi ku kira aku layak banget buat kerja
2060207575740924371,1,Masalah Keluarga,1,nenek pny cucu si g si g hamil d luar nikah lahir si a g depresi pny suami pacarnya tg jwb g hrs k psikiater minum obat depresan rutin pdh hari mgkn a lebih aktif diem si g jengkel lalu terjadi penganiayaan g sadar nyesel percobaan bundir
2060199494247924111,-1,Tidak Spesifik,0,sch kalau rata rata utbk rapor an mipa bunuh diri kalau ngambil hi smup
2060198158232363238,4,Pekerjaan,1,t kerja toxic buat depresi bahkan sampe mau kerja trauma
2060181611086569758,4,Pekerjaan,1,keputusan terbaik hidupku resign diagnosa depresi mayor tahun lalu aku menyadari banyak sekali berubah
2060173037924941912,1,Masalah Keluarga,1,doyoung tiap kali donasi kerasa hangatnya tujuan jelas siapa dituju apa dibantu sampe nemuin yayasan prnh dipakai artis kali yayasannya sampe nyesuaiin sama keinginan dy buat dukung anak remaja ditinggal bundir tentara beresiko bunuh diri
2060170105909313585,-1,Tidak Spesifik,0,nilai an nyoba fkg bunuh diri
2060169890980643135,-1,Tidak Spesifik,0,method aku stay sane being adult so far bobo ciuman ketawa tiap lihat dunia makin absurd alternatifnya depresi total nyari diskonan makanan sumber kebahagiaan temporer bikin to do list cuma merasakan ilusi kontrol atas hidup
2060162131199410682,3,Percintaan,1,cewe kalau cowonya ketauan hs sama mantannya bakal marah kan lagian jadi cewe murah sangat mau diewe nikah giliran hamil depresi lo aneh
2060156377662963826,-1,Tidak Spesifik,0,kalau depresi nyebut tuhan kok fitrahnya manusia percaya tuhan percaya cuma males ibadah
2060148289006399867,-1,Tidak Spesifik,0,sampe segitunya uler depresi akibat habitat nya habis
2060128888110690325,-1,Tidak Spesifik,0,jangan terobsesi elig depresi kamu
2059999566238540228,-1,Tidak Spesifik,0,selama kalian nonton bola pernah pemain kalau liat sosoknya bawaannya nangis aku namanya paul caddis tiap liat bawaannya nangis emang kali bikin aku nangis nonton bola x setahun bahkan
2059996748450546110,0,Tekanan Akademik,2,jujur terlalu stres sama tugas kuliah aku rasanya ngilang ukm kelelahan banget tanggung jawab pusing banget ampun
2059994319906611495,2,Finansial,2,pusat pelaporan analisis transaksi keuangan melakukan wawancara pelaku korban keluarga pelaku judi online ngeri kalah hilang uang puluhan ratusan juta hingga milyaran rupiah banyak bunuh diri judol cekidot
2059993916016066848,-1,Tidak Spesifik,0,bunuh diri kak
2059992495652745723,4,Pekerjaan,2,iya nyoba buat diwaras in ttp balik mau gila lingkungan toxic masuk akal ibadah tabu atasan dmen bkin mslah mau beresin akhirnya plih resign glama nyusul resign betah adlah mrka toxic gila
2059992124364648915,3,Percintaan,1,aku kalau jadi won bakal se depresi ditinggal fah
2059989744692687313,2,Finansial,1,gausa adu pencapaian umur segini ekonomi begini bunuh diri pencapaian
2059988955895136739,-1,Tidak Spesifik,0,pernah considered kemungkinan depresi punya self low esteem akhirnya menjadikan stop peduli penampilannya pov aku dulu insecurean parah depresi seseorang ngasih aku saran padahal niat orang mungkin baik aku merasa ketriggered
2059987815560266183,-1,Tidak Spesifik,0,moga kurt cobain tetap istirahat tenang bunuh diri alam sana dengar lagu
2059987136276046274,5,Lingkungan/Sosial,1,hellow sobat studytwt collegetwt let s be moots plijj aku butuh teman nginfo mandiri huhu depresi ringan banget habis ketolak snbt sdih anw lolos gap semigap hmu jugak haha
2059982169880371617,-1,Tidak Spesifik,0,depresi manic akal an siapa sih
2059976719529037851,2,Finansial,1,nggk banyak orang ngerti keadaan ekonomi sulit terus depresi malah disuruh liburan dulu beberapa hari sebulan gitu
2059955751821746470,-1,Tidak Spesifik,0,ngejar m impresi sampe depresi
2059955643998753040,4,Pekerjaan,1,sebenernya sih adeknya emang bangsat rekam jejaknya orang orang umum resign underpaid over work lingkungan toxic salahnya poin dipakai menggeneralisir menyalahkan orang orang poin wajar marah
2059951046391419033,3,Percintaan,1,mau share dikit pengalaman tmn aku sebar tukang selingkuh padahal mau lepas pacarnya toxic serem banget gasih sama pacaran normalisasi hubungan sampe nangis pas minta putus terus ngomong bundir jadi usah ikutan kalau kamu denger sisi sekian
2059948442420683194,-1,Tidak Spesifik,0,kangen banget sama sayang sayang ku semoga kalian jadi engineer baik yaa ignore my hair depresi laprak era sampe keurus gwah potram
2059946629311185168,-1,Tidak Spesifik,0,salah satu sudut tergelap terlupakan dampak pasca tragedi oktober krisis kesehatan mental mental health crisis kalangan first responders petugas penyelamat gelombang pertama penyintas survivors perang teror pecah perhatian dunia
2059943010649932160,5,Lingkungan/Sosial,1,cara keluar lingkungan toxic batasi waktu interaksi mulailah mengurangi durasi kumpul kumpul perlahan mencolok berani berkata tolak ajakan kumpul agendanya cuma buang waktu membicarakan negatif jangan bagikan
2059937718269063394,4,Pekerjaan,1,wkt abis layoff aku depresi berat salah satu bikin tambah stres job bener bener aku mau cocok aku aku ngerasa bersalah bgt psikiater aku bilang trs kalau km kerja km suka apa km jadi hepi apa depresi km bakal berkurang malah bs jadi nambah kan
2059936521445077391,-1,Tidak Spesifik,0,tau diagnosa benar mana sender dikasih tau sama dr jantung sender depresi gangguan cemas jadi mau kasih tau diagnosa sakit jantung apa cari tau kdg ditanya dokter jaga igd riwayat sakit jantunya apa makasii
2059932129019195473,-1,Tidak Spesifik,0,kabayang atuda depresi na jadi dejek mah nyakasian na persib hattrick laain x juara
2059921679300903053,1,Masalah Keluarga,1,sorry to hear that kak sama aku sempat self harm semuanya meledak kak kalau butuh teman cerita dm aku aku terbuka jadi teman cerita semoga kesehatan mental kakak semakin membaik
2059907592651223170,1,Masalah Keluarga,1,malam pce ulangin cpi inflasi konsumen pembeli keluarga besar satu negara ppi inflasi pabrik penjual produsen pce pengaruh inflasi dompet pribadi semakin tinggi artinya penghasilan
2059906585099378828,-1,Tidak Spesifik,0,stud kalau ambil mandiri utbk fh unnes bunuh diri adaa alternatif prodi
2059906542229725282,-1,Tidak Spesifik,0,ditambah kalau mampu ngapain maksain diri sampe ngutang segitu banyaknya bagaimana setan bermain sekitaran otaknya nyuruh bunuh diri coba
2059905320131145934,2,Finansial,1,judol bukan sekadar masalah kehilangan uang sebuah lingkaran setan merusak otak mental sosial masa depan psikiater kecanduan judol menyebabkan kerusakan sistem pembuat keputusan otak gejalanya mirip ketergantungan narkoba
2059894939572682849,-1,Tidak Spesifik,0,otw depresi berjamaah dc moga aku ketrigger soalnya topiknya wauhh wowkwkw
2059883153515544896,-1,Tidak Spesifik,0,bahkan kamu berada depresi berat selama bertahun tahun satu satunya disadari orang darimu betapa mudahnya kamu menjadi marah anonim
2059881398912368904,-1,Tidak Spesifik,0,mayoritas obat antidepresan bekerja menargetkan senyawa kimia otak serotonin dopamin norepinefrin sayangnya sepertiga pasien depresi merespons obat obatan tersebut baik
2059879272119238809,-1,Tidak Spesifik,0,bikin won depresi nyesek series moment kilas balik kebersamaan rafah won thegrimloverfitting
2059876605645001193,-1,Tidak Spesifik,0,sering nyalahin diri sendiri inner child lukanya dalem banget kalau heal jadi pemicu masalah mental lebih serius depresi bipolar kadang bikin seseorang develop stockholm syndrome semua sih
2059873241867616299,1,Masalah Keluarga,2,kehamilan usia lt tahun sangat berbahaya tubuh anak siap fisik mental termasuk kehamilan berisiko tinggi risiko ibu berusia anak preeklamsia eklamsia tekanan darah tinggi menyebabkan kejang stroke hingga kematian
2059870412687949976,-1,Tidak Spesifik,0,stan lont stripers flop saking depresi bikin akun baru
2059865803365957690,-1,Tidak Spesifik,0,marathon stories berjuang melunasi pinjaman online pinjol eps lalu apa membuat aku hidup memberanikan buka aib sendiri mosok sih sampek kepikiran bundir keluargaku kalau melukai tubuh sendiri mosok iya berujung bundir
2059857976803143710,-1,Tidak Spesifik,0,premier league pernah dimenangkan klub sekarang bahkan jarang dibahas orang bahkan sekaligus menghancurkan mu nya sir alex ferguson musim harusnya jadi era dominasi manchester united punya skuad penuh bintang punya sir alex ferguson orang orang
2059853985864184156,2,Finansial,1,halo butuh sugar daddy kalau buat temen depresi butuh duit buat bayar ukt ipi
2059839579654635678,1,Masalah Keluarga,4,kadang kasihan sama ibu ibu sedikit terlihat menikmati hidup langsung dianggap lupa sama anak suami keluarga rumah bahkan disebut terlalu bebas padahal cuma sedang mencoba jadi manusia biasa senang senang sebentar orang terlalu terbiasa melihat ibu
2059828174465413502,-1,Tidak Spesifik,0,umur keatas otak mulai menurun kualitasnya jantung mulai lemah solusinya moots telor moots telur curah vs telur omega mana lebih oke telur curah telur biasa ayamnya dikasih pakan standar jagung dedak nutrisinya bagus
2059819807541981568,-1,Tidak Spesifik,0,semua opini valid toleransi orang masalahnya beda kalian nyontohin lu mending lah gua serius deh mending urus diri masing aja orang kuat tahan cm opini twitter terus bunuh diri emg kamu mau tanggung jawab
2059815307641037203,-1,Tidak Spesifik,0,korban bullying pilihannya cuma melawan pelan hancur sendiri kedengarannya kasar emang realitanya gitu aku punya tetangga anaknya jadi korban bullying awalnya cuma kelihatan pendiam sering melamun lama kondisinya makin stabil pernah
2059777655986335788,-1,Tidak Spesifik,0,kamu kalau depresi dokter bukan x
2059713093874409557,-1,Tidak Spesifik,0,banyak depresi kak termasuk bentar bunuh diri
2059706540576387429,-1,Tidak Spesifik,0,nama akunnya depresi berat jadi sensitif segala disalahin dibacotin benar didunia
2059686334290436295,-1,Tidak Spesifik,0,maklumin kak depresi berat haha
2059677089700385240,4,Pekerjaan,2,uhmm maaf kalau begini jatuhnya ngeinvalidasi rasa depresi orang kerja orang berhak cari pekerjaan layak loh semisal emang pindah cabut cabut aja aku tau kok semuanya punya privilege tersebut at least jangan bersikap begini
2059671371207397591,-1,Tidak Spesifik,0,takut banget dikira alim padahal aku depresi bkn self diagnosed
2059670053252132948,-1,Tidak Spesifik,0,mendengar sosok acerbi pertama kali bergabung inter siapa merasa skeptis blunder transfer sebuah kebodohan inter acerbi bukti kalau hidup menghancurkan seseorang membentuk petarung lebih kuat
2059665886353731964,1,Masalah Keluarga,1,kalau bocah dibiayain ortu jangan ngerasa veteran lingkungan kerjaan orang dewasa byk orang stres sama kerjaan nya berhenti takut dapet kerjaan stres nya sampe mau bunuh diri bukan stres tidur sembuh
2059657440933941331,-1,Tidak Spesifik,0,banyak ngira islam super kaku urusan queer intinya islam tawhid ucap syahadat hati bener deh masuk islam praktiknya pilihan paksaan sama sekali kok skip cocok buat kamu hijab pacaran
2059656838212378772,-1,Tidak Spesifik,0,wkwkw ngacaa usah playvic kamu kira kaum kamu prnah maki baek sampe nyuruh bundir haha balikin kok tersakiti wk bias aku awal baek pernah si cy aku suka interaksinya aku suka orang nya kaum kamu sndiri bilang cu tersakiti bela esem wk jadi mnafik banget
2059655719805465036,-1,Tidak Spesifik,0,nyuruh orang bunuh diri dosa nyebar hoax dosa kamu ngalir terus semacam dosa jariyah udah dihapus nah justru kena tegur makanya dihapus tinggal berdoa ss konten hoax dosa jariyah
2059655089917432020,-1,Tidak Spesifik,0,hoax mana dihapus bahas loh twit daily aja emg nyuruh orang bunuh diri dosa
2059655004253016082,4,Pekerjaan,1,risiko soalnya generalisir semua resign lemah mental pdhl reply ternyata banyak case emang lingkungan kerjanya toxic parah bikin mau bundir kalau uneg nya lebih personal adeknya mungkin bakal dirujak separah
2059650686871273838,-1,Tidak Spesifik,0,nangis mekanisme alami manusia lepasin stres turunin tekanan emosional meregulasi perasaan stigma cowok blh menangis justru berbahaya memendam emosi dpt picu gangguan kecemasan depresi nangis nangis los udah cry for your health
2059647382028218504,-1,Tidak Spesifik,0,berharap diri sendiri teriakin diri sendiri kepala kalau orang gagal deserves anything pathetic weak suruh mati tiap menit bantu bikin plan bundir mau minta siapa musuh nya diri sendiri
2059638293617377470,-1,Tidak Spesifik,0,bro kamu ss bagian km dm pertama nyuruh orang bundir tbtb nge dm sengaja mancing emosi orang
2059637156566770055,-1,Tidak Spesifik,0,bunuh diri si soalnya prodi peminatnya banyak banget undipp
2059634982243758582,-1,Tidak Spesifik,0,halo kaa mau tanya skor utbk daftar mandiri unnes psikologi bunuh diri
2059631607083041158,-1,Tidak Spesifik,0,mungkin depresi bukan sekadar sedih lebih lelah berkepanjangan otak mulai percaya kalau apa dilakukan bikin keadaan membaik jadi bukan mau punya harapan terlalu sering kecewa harapan terasa melelahkan obat
2059630379162906726,-1,Tidak Spesifik,0,kalau punya harapan bakal depresi kak lagian mau harapin apa siapa diri sendiri bilang nyerah aja soalnya gelap rasanya depan
2059626590750093643,1,Masalah Keluarga,1,dulu sempet pacaran sama temen kantor sekarang jadi mantan lost contact pernah komunikasi sama sekali kata kata enaknya nempel kepala pernah diremehin langsung disuruh putus sama orang tua nyokapnya doi denger kalau history
2059623652187148294,4,Pekerjaan,1,gajian kecil bgt mending g ush kerja sekalian sih sayang diri sendiri dipaksain tar malah bunuh diri
2059617854090260495,4,Pekerjaan,1,kelelahan kerja nyata banget malam kerja kepikiran besok ngadepin apa
2059610446311899410,5,Lingkungan/Sosial,1,badan lemes gadoyan makan rasanya mau menghindar terus kebayang detik waktu circle nge reach out depresi bikin semua makin kacau ruang dengar semangat hidup nyakitin diri sendiri jadi terbiasa nyaman
2059608540533469360,-1,Tidak Spesifik,0,terus wajar queer muslim didsikriminasi wajar suruh bundir wajar suruh keluar agama wajar hijab dana cara berpakaiaannya telanjang lecehkan mikir kok cuman pov baca tweet aku kebawah bales tweet aku
2059608185384866136,-1,Tidak Spesifik,0,aku jangankan virtual berharap hubungan serius rl mustahil bcs gua semua nyakitin semua asing waktunya perlu berharap perlu berekspektasi bertahan hidup gila bundir ngebunuh orang luar biasa
2059595327293030475,2,Finansial,2,emang jadi pill pahit teknokrat selalu jadi tameng roda ekonomi oleng soalnya gini ihsg nilai tukar rupiah sangat sensitif sama sentimen pas investor melihat elit pejabat asik memprioritaskan perjalanan dinas luar negeri
2059593166999974198,-1,Tidak Spesifik,0,pbm nyangka sih to mentok paling gede an sampe sedih stres depresi plot twistnya kepala musuhmu temanmu
2059589357535699279,3,Percintaan,1,cewek jaman sekarang ko tolol mauan diajak tidur sama bukan pasangan sah nya urus sendiri urusan kamu dah mau depresi apa kan pilihan kamu sendiri
2059585771963830494,3,Percintaan,2,pelajaran nikah cek kesehatan dulu alat kelamin psikis aseli men punya pasangan psikisnya kena makan hati lama pengalaman pribadi pernah punya bipolar depresi malah aku normal hampir gila kalok dipikir
2059585058844160054,6,Pemerintah,1,kamu stres jir rakyat biasa mau bunuh diri rasanya
2059575015268655233,-1,Tidak Spesifik,0,orang kebelet diketahui s mah susah masa depan jelas depresi
2059574148859601288,-1,Tidak Spesifik,0,carrick untungnya sadar sama attributnya kalau amorim dipaksa terus sampe depresi
2059574042466865238,6,Pemerintah,1,bilang temen lo ngapain depresi kamu kan manusia dewasa kesadaran penuh pacaran sama cowo kamu mau hs konsekuensi kamu hs resikonya hamil sejak kapan kamu hs hasil nya rezim baru
2059569099320213634,-1,Tidak Spesifik,0,aku kelelahan parah jadi enaknya coba buat short comic notesun dulu beerlens dulu
2059565984625934691,-1,Tidak Spesifik,0,depresi my ass baekhyun depresi mimpi basah exol padahal hidup damai damai naikin hastag sana ribut disini treatbetter cheatyeol
2059565092526846048,4,Pekerjaan,1,mental state orang beda beda kamu samain porsi kamu menerima ketoxican orang memang punya kapasitas lagian berhentilah berasumsi orang resign merasa lingkungan toxic lemah emang banyak kan realitanya tempat kerjanya toxic
2059559708332282359,2,Finansial,1,susah si kalau emg nerima fakta fyi ksr bunuh diri bukn ksh ditipu keluarganya bikin bangkrut kdrt sama suaminyaa denial kalau cm ikutan fomo emg gt sih denial terus gaikutin kasus semangat y
2059556488914612721,-1,Tidak Spesifik,0,fans kpop sampe kriminal nipu emang bukan kriminal sampe bikin orang bunuh diri emang bukan kriminal
2059556153634459973,1,Masalah Keluarga,2,mendiang bunuh diri keluarga nya ditipu punya suami kdrt kalau gatau kasusnya mending diem tolol
2059554298284085324,-1,Tidak Spesifik,0,hahahaha kayaknya orang depresi putus asa sama dirinya sendiri sekitarnya sih pola pikirnya seluruh dunianya useless jadi buat apa harapan kejadian
2059549689842983152,-1,Tidak Spesifik,0,orang depresi punya harapan jelasin gak plis jgn googling tau isi otak orang depresi aja orang konsumsi obat
2059540743560249530,-1,Tidak Spesifik,0,boong deng sebenernya aslinya mau bundir
2059536520944701453,-1,Tidak Spesifik,0,bunuh diri dilarang agama kali taude
